Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,18,6,0,0,2.9,8.7,0.6,0,2.9,0,0
1,18,7,0,0,3.2,10.3,0.6,0,3.2,0,0
1,18,8,0,7,3.2,8.7,0.6,6.499,3.257,12.859,0
1,18,9,14,49,3.5,9.8,0.6,57.55,4.04,194.309,171.569
1,18,10,0,74,3.6,10.8,0.6,73.134,4.24,255.458,230.552
1,18,11,0,98,3.5,9.3,0.6,98.105,4.465,347.46,319.294
1,18,12,2,103,3.4,9.8,0.6,104.45,4.387,371.099,342.096
1,18,13,0,89,4,8.2,0.6,88.656,4.958,311.988,285.079
1,18,14,85,80,4.2,9.8,0.6,135.289,5.477,479.881,447.023
1,18,15,15,35,3.8,10.3,0.6,43.3,4.184,135.691,115.029
1,18,16,0,2,3.8,8.7,0.6,1.903,3.817,3.548,0
1,18,17,0,0,3.3,9.3,0.6,0,3.3,0,0
1,18,18,0,0,2.9,7.2,0.6,0,2.9,0,0
1,18,19,0,0,2.4,7.7,0.6,0,2.4,0,0
1,18,20,0,0,2.4,5.1,0.6,0,2.4,0,0
1,18,21,0,0,2.7,6.7,0.6,0,2.7,0,0
1,18,22,0,0,2.6,4.6,0.6,0,2.6,0,0
1,18,23,0,0,2.5,5.1,0.6,0,2.5,0,0
1,19,0,0,0,2.5,5.7,0.6,0,2.5,0,0
1,19,1,0,0,1.8,4.6,0.6,0,1.8,0,0
1,19,2,0,0,1.3,4.6,0.6,0,1.3,0,0
1,19,3,0,0,0.7,4.6,0.6,0,0.7,0,0
1,19,4,0,0,0.3,3.6,0.6,0,0.3,0,0
1,19,5,0,0,-0.1,5.1,0.6,0,-0.1,0,0
1,19,6,0,0,-0.6,4.1,0.6,0,-0.6,0,0
1,19,7,0,0,-0.9,4.1,0.6,0,-0.9,0,0
1,19,8,0,16,-0.8,4.1,0.6,15.226,-0.58,31.863,14.88
1,19,9,44,76,-0.2,4.6,0.6,108.539,1.52,378.918,349.637
1,19,10,335,89,-0.4,5.1,0.6,293.591,4.012,1089.641,1035.176
1,19,11,357,114,1.8,5.7,0.6,359.363,6.83,1330.238,1267.248
1,19,12,370,118,2.2,4.6,0.6,377.637,8.258,1392.61,1327.41
1,19,13,360,106,2.8,4.6,0.6,343.174,8.304,1261.893,1201.325
1,19,14,275,74,2.6,3.6,0.6,232.121,6.873,836.82,791.314
1,19,15,54,40,2.2,2.6,0.6,68.327,3.648,218.766,195.16
1,19,16,0,3,1.4,2.1,0.6,2.854,1.458,5.496,0
1,19,17,0,0,1.2,1.5,0.6,0,1.2,0,0
1,19,18,0,0,0.2,2.1,0.6,0,0.2,0,0
1,19,19,0,0,0.1,3.1,0.6,0,0.1,0,0
1,19,20,0,0,-0.3,2.1,0.6,0,-0.3,0,0
1,19,21,0,0,-0.6,1,0.6,0,-0.6,0,0
1,19,22,0,0,-1.6,0.5,0.6,0,-1.6,0,0
1,19,23,0,0,-2.3,1,0.6,0,-2.3,0,0
1,20,0,0,0,-2.6,1,0.6,0,-2.6,0,0
1,20,1,0,0,-3.6,0,0.6,0,-3.6,0,0
1,20,2,0,0,-3.6,0,0.6,0,-3.6,0,0
1,20,3,0,0,-4.2,0.5,0.6,0,-4.2,0,0
1,20,4,0,0,-3.3,0,0.6,0,-3.3,0,0
1,20,5,0,0,-3.8,0,0.6,0,-3.8,0,0
1,20,6,0,0,-5,0,0.6,0,-5,0,0
1,20,7,0,0,-4.5,0,0.6,0,-4.5,0,0
1,20,8,0,16,-2.9,0,0.6,15.203,-2.375,32.069,15.079
1,20,9,38,75,-1.7,0.5,0.6,104.066,1.915,362.861,334.149
1,20,10,289,90,-0.4,0,0.6,263.452,10.417,952.713,903.1
1,20,11,405,92,0.9,0,0.6,362.781,15.818,1302.695,1240.681
1,20,12,135,138,1.5,0,0.6,244.876,11.546,877.666,830.713
1,20,13,0,93,1.8,0,0.6,92.793,5.596,326.413,298.992
1,20,14,93,84,1.8,0,0.6,144.09,7.691,509.156,475.26
1,20,15,23,39,0.6,0,0.6,50.855,2.638,164.14,142.469
1,20,16,0,2,0.2,2.1,0.6,1.903,0.238,3.617,0
1,20,17,0,0,-0.4,2.1,0.6,0,-0.4,0,0
1,20,18,0,0,-0.2,1.5,0.6,0,-0.2,0,0
1,20,19,0,0,-0.4,1.5,0.6,0,-0.4,0,0
1,20,20,0,0,-0.2,1.5,0.6,0,-0.2,0,0
1,20,21,0,0,-0.9,2.1,0.6,0,-0.9,0,0
1,20,22,0,0,-0.8,2.1,0.6,0,-0.8,0,0
1,20,23,0,0,-1.1,0.5,0.6,0,-1.1,0,0
1,21,0,0,0,-1.9,1.5,0.6,0,-1.9,0,0
1,21,1,0,0,-1.9,1.5,0.6,0,-1.9,0,0
1,21,2,0,0,-2.6,2.1,0.6,0,-2.6,0,0
1,21,3,0,0,-3.3,1,0.6,0,-3.3,0,0
1,21,4,0,0,-3.4,1,0.6,0,-3.4,0,0
1,21,5,0,0,-3.6,1,0.6,0,-3.6,0,0
1,21,6,0,0,-4.4,1.5,0.6,0,-4.4,0,0
1,21,7,0,0,-3.4,2.1,0.6,0,-3.4,0,0
1,21,8,0,4,-3.3,2.1,0.6,3.71,-3.225,7.39,0
1,21,9,0,23,-3.2,0,0.6,21.382,-2.331,71.668,53.274
1,21,10,0,43,-2.6,1.5,0.6,40.029,-1.515,140.005,119.19
1,21,11,0,57,-2.2,1,0.6,53.102,-0.577,187.634,165.131
1,21,12,2,108,-1.6,0.5,0.6,109.492,2.233,392.923,363.146
1,21,13,0,94,-1,1.5,0.6,93.682,1.54,334.92,307.198
1,21,14,28,81,-0.7,3.6,0.6,101.921,1.174,364.177,335.418
1,21,15,0,32,-0.9,2.6,0.6,30.763,-0.242,100.033,80.634
1,21,16,0,2,-1.4,1,0.6,1.903,-1.351,3.648,0
1,21,17,0,0,-1.1,1,0.6,0,-1.1,0,0
1,21,18,0,0,-1,1.5,0.6,0,-1,0,0
1,21,19,0,0,-0.9,0,0.6,0,-0.9,0,0
1,21,20,0,0,-0.9,1,0.6,0,-0.9,0,0
1,21,21,0,0,-1.2,2.1,0.6,0,-1.2,0,0
1,21,22,0,0,-1.3,1.5,0.6,0,-1.3,0,0
1,21,23,0,0,-1.3,0,0.6,0,-1.3,0,0
1,22,0,0,0,-1.6,0.5,0.6,0,-1.6,0,0
1,22,1,0,0,-1.7,2.1,0.6,0,-1.7,0,0
1,22,2,0,0,-1.9,2.1,0.6,0,-1.9,0,0
1,22,3,0,0,-2.4,2.6,0.6,0,-2.4,0,0
1,22,4,0,0,-2.6,3.6,0.6,0,-2.6,0,0
1,22,5,0,0,-2.9,1.5,0.6,0,-2.9,0,0
1,22,6,0,0,-2.9,2.6,0.6,0,-2.9,0,0
1,22,7,0,0,-2.9,2.6,0.6,0,-2.9,0,0
1,22,8,0,16,-3.3,2.1,0.6,15.061,-2.997,31.845,14.862
1,22,9,263,38,-3.2,3.1,0.6,160.825,-0.02,570.815,534.735
1,22,10,42,100,-2.4,4.1,0.6,132.081,-0.14,481.821,448.893
1,22,11,2,105,-2.8,4.1,0.6,106.437,-0.979,386.199,356.66
1,22,12,4,110,-2.5,4.1,0.6,112.771,-0.571,409.513,379.148
1,22,13,53,118,-2.6,4.1,0.6,160.438,0.148,589.94,553.182
1,22,14,0,65,-2.2,4.1,0.6,63.601,-1.114,225.083,201.253
1,22,15,0,34,-2.8,5.1,0.6,32.912,-2.314,108.869,89.157
1,22,16,0,1,-2.6,5.1,0.6,0.951,-2.588,0,0
1,22,17,0,0,-2.7,4.6,0.6,0,-2.7,0,0
1,22,18,0,0,-2.8,5.7,0.6,0,-2.8,0,0
1,22,19,0,0,-3.2,6.4,0.6,0,-3.2,0,0
1,22,20,0,0,-3.5,7.2,0.6,0,-3.5,0,0
1,22,21,0,0,-3.9,6.7,0.6,0,-3.9,0,0
1,22,22,0,0,-4.8,5.1,0.6,0,-4.8,0,0
1,22,23,0,0,-5.1,5.7,0.6,0,-5.1,0,0
1,23,0,0,0,-4.9,5.7,0.6,0,-4.9,0,0
1,23,1,0,0,-4.8,6.2,0.6,0,-4.8,0,0
1,23,2,0,0,-4.8,6.7,0.6,0,-4.8,0,0
1,23,3,0,0,-5.4,6.7,0.6,0,-5.4,0,0
1,23,4,0,0,-5.3,5.1,0.6,0,-5.3,0,0
1,23,5,0,0,-4.8,5.7,0.6,0,-4.8,0,0
1,23,6,0,0,-4.9,6.2,0.6,0,-4.9,0,0
1,23,7,0,0,-4.9,6.7,0.6,0,-4.9,0,0
1,23,8,0,5,-4.6,5.1,0.6,4.639,-4.541,9.392,0
1,23,9,0,24,-4.6,5.1,0.6,22.313,-4.268,75.726,57.189
1,23,10,0,45,-4.3,5.1,0.6,41.896,-3.673,148.162,127.058
1,23,11,0,59,-3.9,5.7,0.6,54.97,-3.134,196.472,173.656
1,23,12,0,62,-4,4.1,0.6,57.774,-3.012,206.787,183.606
1,23,13,0,55,-3.4,2.1,0.6,51.233,-2.176,181.891,159.591
1,23,14,0,37,-2.4,0.5,0.6,34.431,-1.197,119.19,99.112
1,23,15,0,26,-2.7,2.1,0.6,24.192,-2.13,79.396,60.728
1,23,16,0,5,-2.9,1.5,0.6,4.756,-2.791,9.581,0
1,23,17,0,0,-3.5,1.5,0.6,0,-3.5,0,0
1,23,18,0,0,-3.6,2.1,0.6,0,-3.6,0,0
1,23,19,0,0,-3.2,4.1,0.6,0,-3.2,0,0
1,23,20,0,0,-2.8,4.1,0.6,0,-2.8,0,0
1,23,21,0,0,-2,4.1,0.6,0,-2,0,0
1,23,22,0,0,-1.7,4.1,0.6,0,-1.7,0,0
1,23,23,0,0,-1.2,4.1,0.6,0,-1.2,0,0
1,24,0,0,0,-0.6,5.7,0.6,0,-0.6,0,0
1,24,1,0,0,-0.6,5.1,0.6,0,-0.6,0,0
1,24,2,0,0,-0.3,4.6,0.6,0,-0.3,0,0
1,24,3,0,0,-0.4,4.1,0.6,0,-0.4,0,0
1,24,4,0,0,-0.2,3.1,0.6,0,-0.2,0,0
1,24,5,0,0,-0.8,1,0.6,0,-0.8,0,0
1,24,6,0,0,-0.8,1.5,0.6,0,-0.8,0,0
1,24,7,0,0,-1.3,1.5,0.6,0,-1.3,0,0
1,24,8,0,20,-1,1.5,0.6,19.682,-0.55,41.634,24.305
1,24,9,50,52,-0.8,2.6,0.6,80.562,0.94,280.782,254.978
1,24,10,105,111,1.2,2.6,0.6,186.748,5.266,677.759,637.889
1,24,11,2,107,2.5,3.6,0.6,108.218,4.493,384.861,355.37
1,24,12,272,149,4.1,4.1,0.6,352.031,10.143,1283.969,1222.619
1,24,13,433,98,4.7,5.7,0.6,381.68,10.046,1401.063,1335.564
1,24,14,325,80,4.6,5.1,0.6,267.697,8.617,969.709,919.494
1,24,15,50,46,4.2,4.6,0.6,73.412,5.355,242.51,218.062
1,24,16,0,5,3.9,3.1,0.6,4.756,3.98,9.263,0
1,24,17,0,0,2.8,3.6,0.6,0,2.8,0,0
1,24,18,0,0,1.9,3.6,0.6,0,1.9,0,0
1,24,19,0,0,0.9,3.6,0.6,0,0.9,0,0
1,24,20,0,0,1.1,2.6,0.6,0,1.1,0,0
1,24,21,0,0,1,2.1,0.6,0,1,0,0
1,24,22,0,0,1.1,2.1,0.6,0,1.1,0,0
1,24,23,0,0,0.6,2.1,0.6,0,0.6,0,0
1,25,0,0,0,0.2,1.5,0.6,0,0.2,0,0
1,25,1,0,0,1.1,2.6,0.6,0,1.1,0,0
1,25,2,0,0,0.6,0.5,0.6,0,0.6,0,0
1,25,3,0,0,0.8,3.6,0.6,0,0.8,0,0
1,25,4,0,0,0.9,3.6,0.6,0,0.9,0,0
1,25,5,0,0,0.2,4.6,0.6,0,0.2,0,0
1,25,6,0,0,0,5.1,0.6,0,0,0,0
1,25,7,0,0,0.1,5.1,0.6,0,0,0,0
1,25,8,0,10,0.5,4.1,0.6,9.29,0.634,18.919,2.394
1,25,9,0,46,1,4.6,0.6,44.104,1.701,150.395,129.212
1,25,10,0,85,1.1,5.7,0.6,84.311,2.274,299.061,272.609
1,25,11,3,109,1.5,6.7,0.6,110.861,2.885,397.084,367.159
1,25,12,0,64,1.5,6.7,0.6,59.663,2.245,209.435,186.16
1,25,13,0,56,1.5,5.7,0.6,52.167,2.227,182.164,159.855
1,25,14,0,39,1.4,6.7,0.6,36.296,1.853,124.513,104.246
1,25,15,0,16,1.7,5.7,0.6,14.864,1.905,47.386,29.853
1,25,16,0,2,1.6,6.2,0.6,1.903,1.621,3.591,0
1,25,17,0,0,1.6,6.7,0.6,0,1.6,0,0
1,25,18,0,0,1.6,6.7,0.6,0,1.6,0,0
1,25,19,0,0,1.5,6.2,0.6,0,1.5,0,0
1,25,20,0,0,1.2,7.2,0.6,0,1.2,0,0
1,25,21,0,0,0.6,7.2,0.6,0,0.6,0,0
1,25,22,0,0,-0.2,5.7,0.6,0,-0.2,0,0
1,25,23,0,0,-0.3,5.2,0.6,0,-0.3,0,0
1,26,0,0,0,-0.4,4.6,0.6,0,-0.4,0,0
1,26,1,0,0,-0.5,4.1,0.6,0,-0.5,0,0
1,26,2,0,0,-0.2,3.6,0.6,0,-0.2,0,0
1,26,3,0,0,-0.9,3.1,0.6,0,-0.9,0,0
1,26,4,0,0,-1.7,2.6,0.6,0,-1.7,0,0
1,26,5,0,0,-1.9,2.6,0.6,0,-1.9,0,0
1,26,6,0,0,-2.4,1.5,0.6,0,-2.4,0,0
1,26,7,0,0,-2.6,0,0.6,0,0,0,0
1,26,8,0,23,-3.2,1.5,0.6,23.072,-2.672,49.588,31.976
1,26,9,57,94,-2.7,1.5,0.6,137.601,1.012,490.017,456.799
1,26,10,391,90,-0.8,2.1,0.6,329.866,7.115,1217.976,1158.964
1,26,11,382,124,-0.3,2.6,0.6,392.44,8.268,1448.264,1381.092
1,26,12,448,100,0.5,2.1,0.6,412.749,10.411,1516.198,1446.618
1,26,13,277,117,0.5,3.1,0.6,306.357,6.632,1130.027,1074.132
1,26,14,94,99,1.2,3.1,0.6,163.349,4.459,589.979,553.22
1,26,15,0,42,0.6,4.1,0.6,41.399,1.301,138.472,117.711
1,26,16,0,7,0,4.1,0.6,6.659,0.096,13.427,0
1,26,17,0,0,-0.9,4.1,0.6,0,-0.9,0,0
1,26,18,0,0,-1.3,5.1,0.6,0,-1.3,0,0
1,26,19,0,0,-1.6,4.6,0.6,0,-1.6,0,0
1,26,20,0,0,-1.8,6.2,0.6,0,-1.8,0,0
1,26,21,0,0,-2.6,6.2,0.6,0,-2.6,0,0
1,26,22,0,0,-2.9,6.2,0.6,0,-2.9,0,0
1,26,23,0,0,-3.3,5.1,0.6,0,-3.3,0,0
1,27,0,0,0,-3.2,6.2,0.6,0,-3.2,0,0
1,27,1,0,0,-2.7,5.1,0.6,0,-2.7,0,0
1,27,2,0,0,-1.9,6.7,0.6,0,-1.9,0,0
1,27,3,0,0,-1.9,6.7,0.6,0,-1.9,0,0
1,27,4,0,0,-1.7,5.7,0.6,0,-1.7,0,0
1,27,5,0,0,-1.6,5.7,0.6,0,-1.6,0,0
1,27,6,0,0,-1.6,5.1,0.6,0,-1.6,0,0
1,27,7,0,0,-1.1,5.1,0.6,0,0,0,0
1,27,8,0,6,-1,6.2,0.6,5.567,-0.938,11.166,0
1,27,9,0,27,-0.8,5.7,0.6,25.108,-0.452,84.687,65.832
1,27,10,0,49,-0.5,5.7,0.6,45.63,0.136,159.647,138.136
1,27,11,0,63,0,5.7,0.6,58.708,0.818,207.128,183.935
1,27,12,0,67,0.5,6.2,0.6,62.616,1.325,220.98,197.296
1,27,13,1,106,1,2.6,0.6,106.415,3.313,379.871,350.557
1,27,14,0,41,1.6,3.6,0.6,38.162,2.302,131.088,110.589
1,27,15,0,32,1.6,3.6,0.6,29.79,2.143,98.297,78.959
1,27,16,0,4,1.4,3.6,0.6,3.805,1.459,7.428,0
1,27,17,0,0,1.1,3.6,0.6,0,1.1,0,0
1,27,18,0,0,1,3.6,0.6,0,1,0,0
1,27,19,0,0,1,3.6,0.6,0,1,0,0
1,27,20,0,0,1,3.1,0.6,0,1,0,0
1,27,21,0,0,0.9,2.1,0.6,0,0.9,0,0
1,27,22,0,0,0.7,2.1,0.6,0,0.7,0,0
1,27,23,0,0,0.7,2.1,0.6,0,0.7,0,0
1,28,0,0,0,0.6,3.1,0.6,0,0.6,0,0
1,28,1,0,0,0.3,2.6,0.6,0,0.3,0,0
1,28,2,0,0,0.3,3.1,0.6,0,0.3,0,0
1,28,3,0,0,0.2,2.1,0.6,0,0.2,0,0
1,28,4,0,0,0,2.1,0.6,0,0,0,0
1,28,5,0,0,0,2.1,0.6,0,0,0,0
1,28,6,0,0,0.1,2.6,0.6,0,0.1,0,0
1,28,7,0,0,0.2,1.5,0.6,0,0,0,0
1,28,8,0,11,0.2,2.6,0.6,10.219,0.387,20.923,4.328
1,28,9,0,50,0.6,2.6,0.6,48.107,1.641,165.242,143.533
1,28,10,0,50,1,2.6,0.6,46.563,2.012,161.856,140.266
1,28,11,3,115,1.2,2.1,0.6,116.926,3.994,417.788,387.13
1,28,12,0,68,1.2,1.5,0.6,63.58,2.924,223.08,199.321
1,28,13,0,60,1.3,1.5,0.6,55.904,2.816,195.311,172.536
1,28,14,177,85,1.8,1.5,0.6,194.24,7.08,702.669,661.917
1,28,15,23,53,2.6,1.5,0.6,66.422,4.384,223.804,200.02
1,28,16,0,8,2.8,2.1,0.6,7.61,2.953,15.225,0
1,28,17,0,0,2.3,2.1,0.6,0,2.3,0,0
1,28,18,0,0,1.7,2.6,0.6,0,1.7,0,0
1,28,19,0,0,1.1,1.5,0.6,0,1.1,0,0
1,28,20,0,0,1.2,2.6,0.6,0,1.2,0,0
1,28,21,0,0,1,2.6,0.6,0,1,0,0
1,28,22,0,0,0.4,2.6,0.6,0,0.4,0,0
1,28,23,0,0,0.8,2.6,0.6,0,0.8,0,0
1,29,0,0,0,0.1,2.6,0.6,0,0.1,0,0
1,29,1,0,0,-0.3,1.5,0.6,0,-0.3,0,0
1,29,2,0,0,-0.3,2.6,0.6,0,-0.3,0,0
1,29,3,0,0,-0.5,1.5,0.6,0,-0.5,0,0
1,29,4,0,0,1.1,2.6,0.6,0,1.1,0,0
1,29,5,0,0,1.1,2.1,0.6,0,1.1,0,0
1,29,6,0,0,1,2.1,0.6,0,1,0,0
1,29,7,0,0,0.8,1,0.6,0,0,0,0
1,29,8,0,16,1,1.5,0.6,14.88,1.34,30.836,13.889
1,29,9,0,51,1.4,1,0.6,49.053,2.893,167.961,146.155
1,29,10,251,105,2.5,1,0.6,265.773,10.651,961.647,911.718
1,29,11,3,117,3.4,2.1,0.6,118.931,6.242,421.54,390.749
1,29,12,6,122,3.9,2.1,0.6,125.882,6.908,445.986,414.329
1,29,13,3,109,4,2.6,0.6,110.451,6.401,390.279,360.595
1,29,14,220,94,4.7,1.5,0.6,227.93,10.898,817.992,773.153
1,29,15,167,54,4.4,2.1,0.6,132.149,7.519,447.09,415.393
1,29,16,0,11,3.4,1.5,0.6,10.464,3.64,21.169,4.565
1,29,17,0,0,3.1,1.5,0.6,0,3.1,0,0
1,29,18,0,0,2.8,3.1,0.6,0,2.8,0,0
1,29,19,0,0,2.2,2.1,0.6,0,2.2,0,0
1,29,20,0,0,1.9,4.1,0.6,0,1.9,0,0
1,29,21,0,0,1.5,4.1,0.6,0,1.5,0,0
1,29,22,0,0,1.1,3.1,0.6,0,1.1,0,0
1,29,23,0,0,0.9,3.6,0.6,0,0.9,0,0
1,30,0,0,0,0.9,2.6,0.6,0,0.9,0,0
1,30,1,0,0,0.9,3.1,0.6,0,0.9,0,0
1,30,2,0,0,1.2,3.1,0.6,0,1.2,0,0
1,30,3,0,0,1.2,3.1,0.6,0,1.2,0,0
1,30,4,0,0,1.2,3.1,0.6,0,1.2,0,0
1,30,5,0,0,1.4,2.1,0.6,0,1.4,0,0
1,30,6,0,0,1.5,2.1,0.6,0,1.5,0,0
1,30,7,0,0,1.5,3.6,0.6,0,0,0,0
1,30,8,0,7,1.6,3.1,0.6,6.496,1.714,14.196,0
1,30,9,0,29,1.9,2.6,0.6,26.972,2.484,90.428,71.37
1,30,10,0,52,2.5,2.6,0.6,48.431,3.552,167.632,145.838
1,30,11,0,66,3,2.6,0.6,61.595,4.339,214.66,191.199
1,30,12,0,70,3.4,3.6,0.6,65.503,4.606,228.512,204.56
1,30,13,0,62,3.6,3.1,0.6,57.773,4.752,200.536,177.576
1,30,14,0,44,3.7,3.1,0.6,40.961,4.516,140.029,119.213
1,30,15,0,20,3.6,3.1,0.6,18.587,3.968,60.137,42.152
1,30,16,0,5,3.6,3.1,0.6,4.639,3.678,9.017,0
1,30,17,0,0,3.6,3.1,0.6,0,3.6,0,0
1,30,18,0,0,3.4,4.1,0.6,0,3.4,0,0
1,30,19,0,0,3.2,3.9,0.6,0,3.2,0,0
1,30,20,0,0,3,3.6,0.6,0,3,0,0
1,30,21,0,0,2.8,3.6,0.6,0,2.8,0,0
1,30,22,0,0,2.7,3.6,0.6,0,2.7,0,0
1,30,23,0,0,2,4.1,0.6,0,2,0,0
1,31,0,0,0,2,2.6,0.6,0,2,0,0
1,31,1,0,0,1.9,2.6,0.6,0,1.9,0,0
1,31,2,0,0,0.6,2.1,0.6,0,0.6,0,0
1,31,3,0,0,0,3.1,0.6,0,0,0,0
1,31,4,0,0,0.1,2.6,0.6,0,0.1,0,0
1,31,5,0,0,0.1,4.1,0.6,0,0.1,0,0
1,31,6,0,0,0.2,4.1,0.6,0,0.2,0,0
1,31,7,0,0,0.3,4.1,0.6,0,0,0,0
1,31,8,0,13,0.5,4.1,0.6,12.08,0.688,29.605,12.701
1,31,9,0,54,0.6,4.1,0.6,52.047,1.487,180.029,157.796
1,31,10,0,95,1.4,5.1,0.6,94.19,2.811,335.213,307.481
1,31,11,6,120,2.3,5.7,0.6,123.644,4.024,442.673,411.133
1,31,12,7,126,2.9,4.6,0.6,130.513,4.985,466.307,433.93
1,31,13,0,63,3.6,4.6,0.6,58.707,4.538,204.077,180.992
1,31,14,0,45,3.9,4.6,0.6,41.894,4.569,143.378,122.443
1,31,15,0,21,3.7,5.7,0.6,19.518,3.97,63.419,45.318
1,31,16,0,3,2.9,5.1,0.6,2.782,2.935,5.297,0
1,31,17,0,0,1.4,5.1,0.6,0,1.4,0,0
1,31,18,0,0,1.1,4.6,0.6,0,1.1,0,0
1,31,19,0,0,1.1,3.6,0.6,0,1.1,0,0
1,31,20,0,0,1,3.1,0.6,0,1,0,0
1,31,21,0,0,1.1,2.1,0.6,0,1.1,0,0
1,31,22,0,0,1.1,1.5,0.6,0,1.1,0,0
1,31,23,0,0,1.1,1.5,0.6,0,1.1,0,0
2,1,0,0,0,1.1,1,0.38,0,1.1,0,0
2,1,1,0,0,0.9,0.5,0.38,0,0.9,0,0
2,1,2,0,0,0.8,0.5,0.38,0,0.8,0,0
2,1,3,0,0,0.5,0,0.38,0,0.5,0,0
2,1,4,0,0,0.3,1,0.38,0,0.3,0,0
2,1,5,0,0,0,1,0.38,0,0,0,0
2,1,6,0,0,-0.3,0,0.38,0,-0.3,0,0
2,1,7,0,0,-1.3,1,0.38,0,0,0,0
2,1,8,0,8,-1.3,2.6,0.38,7.407,-1.15,19.079,2.548
2,1,9,0,31,-1,2.1,0.38,28.764,-0.315,98.121,78.79
2,1,10,0,54,-0.5,1.5,0.38,50.174,0.861,176.006,153.915
2,1,11,0,69,0.1,1.5,0.38,64.376,1.846,227.107,203.205
2,1,12,0,72,0.3,2.1,0.38,67.256,1.907,237.51,213.24
2,1,13,4,115,1.8,1.5,0.38,116.745,4.967,415.932,385.339
2,1,14,0,47,2.6,2.6,0.38,43.653,3.549,150.452,129.267
2,1,15,0,22,2.7,3.1,0.38,20.399,3.104,66.847,48.624
2,1,16,0,4,2.6,2.1,0.38,3.701,2.675,7.159,0
2,1,17,0,0,2.9,2.1,0.38,0,2.9,0,0
2,1,18,0,0,2.6,2.1,0.38,0,2.6,0,0
2,1,19,0,0,2.4,3.6,0.38,0,2.4,0,0
2,1,20,0,0,2.1,3.6,0.38,0,2.1,0,0
2,1,21,0,0,2,3.6,0.38,0,2,0,0
2,1,22,0,0,1.9,3.6,0.38,0,1.9,0,0
2,1,23,0,0,1.7,2.6,0.38,0,1.7,0,0
2,2,0,0,0,1.7,3.1,0.38,0,1.7,0,0
2,2,1,0,0,1.4,3.6,0.38,0,1.4,0,0
2,2,2,0,0,1.3,4.6,0.38,0,1.3,0,0
2,2,3,0,0,1.5,3.6,0.38,0,1.5,0,0
2,2,4,0,0,1.5,4.6,0.38,0,1.5,0,0
2,2,5,0,0,1.1,4.1,0.38,0,1.1,0,0
2,2,6,0,0,1.1,3.6,0.38,0,1.1,0,0
2,2,7,0,0,1,3.1,0.38,0,0,0,0
2,2,8,0,14,1.5,3.6,0.38,12.977,1.726,35.382,18.274
2,2,9,0,58,1.8,3.6,0.38,55.997,2.828,193.743,171.024
2,2,10,0,55,2.1,4.1,0.38,51.106,2.974,177.911,155.752
2,2,11,0,70,2.8,2.1,0.38,65.332,4.361,228.3,204.356
2,2,12,0,74,3,3.1,0.38,69.227,4.38,242.319,217.879
2,2,13,0,66,3.3,2.6,0.38,61.431,4.635,213.988,190.551
2,2,14,0,48,3.6,2.6,0.38,44.584,4.569,153.201,131.918
2,2,15,0,23,3.4,1.5,0.38,21.328,3.975,69.891,51.561
2,2,16,0,4,3.6,2.1,0.38,3.701,3.675,7.122,0
2,2,17,0,0,3.6,1.5,0.38,0,3.6,0,0
2,2,18,0,0,3.5,2.6,0.38,0,3.5,0,0
2,2,19,0,0,3.9,3.1,0.38,0,3.9,0,0
2,2,20,0,0,3.5,3.1,0.38,0,3.5,0,0
2,2,21,0,0,3.9,3.6,0.38,0,3.9,0,0
2,2,22,0,0,4,4.6,0.38,0,4,0,0
2,2,23,0,0,3.9,4.1,0.38,0,3.9,0,0
2,3,0,0,0,3.6,5.1,0.38,0,3.6,0,0
2,3,1,0,0,3.3,4.1,0.38,0,3.3,0,0
2,3,2,0,0,2.7,4.1,0.38,0,2.7,0,0
2,3,3,0,0,3,4.6,0.38,0,3,0,0
2,3,4,0,0,2.7,4.6,0.38,0,2.7,0,0
2,3,5,0,0,2.7,5.1,0.38,0,2.7,0,0
2,3,6,0,0,3.4,5.7,0.38,0,3.4,0,0
2,3,7,0,0,3.6,6.2,0.38,0,0,0,0
2,3,8,0,21,4,5.7,0.38,19.491,4.26,55.393,37.575
2,3,9,52,71,4.9,6.2,0.38,97.731,6.185,341.185,313.242
2,3,10,77,117,5.8,6.7,0.38,168.863,7.914,605.951,568.626
2,3,11,477,114,6.5,7.2,0.38,450.263,11.874,1646.978,1572.765
2,3,12,36,123,6.4,8.2,0.38,151.94,8.044,541.236,506.203
2,3,13,0,67,6.5,6.7,0.38,62.386,7.279,215.121,191.644
2,3,14,0,49,6.3,5.7,0.38,45.516,6.934,155.057,133.709
2,3,15,0,24,6.2,6.2,0.38,22.257,6.492,72.399,53.979
2,3,16,0,4,5.8,6.7,0.38,3.701,5.839,7.042,0
2,3,17,0,0,6.1,7.2,0.38,0,6.1,0,0
2,3,18,0,0,4.9,8.7,0.38,0,4.9,0,0
2,3,19,0,0,3.8,8.7,0.38,0,3.8,0,0
2,3,20,0,0,3.3,7.7,0.38,0,3.3,0,0
2,3,21,0,0,2.6,7.7,0.38,0,2.6,0,0
2,3,22,0,0,2.4,7.7,0.38,0,2.4,0,0
2,3,23,0,0,2.4,5.1,0.38,0,2.4,0,0
2,4,0,0,0,3.1,5.1,0.38,0,3.1,0,0
